date,ticker,adjusted_close,close,high,low,open,volume,daily_return,year_month,monthly_return,excess_return
2016-11-30,ADANIENT.NS,36.322940826416016,37.080528259277344,37.38022232055664,36.235931396484375,36.235931396484375,3278166.0,0.024078287263380682,2016-11,0.017189746872345646,0.017189746872345646
2016-12-30,ADANIENT.NS,40.85997772216797,41.712188720703125,42.03912734985352,39.58707427978516,39.968505859375,9296640.0,0.04791231471343038,2016-12,0.12490830292167243,0.12490830292167243
2017-01-31,ADANIENT.NS,46.51792144775391,47.48814010620117,50.9210205078125,46.61629867553711,50.13091278076172,19334140.0,-0.05630746450297641,2017-01,0.1384715323159933,0.1384715323159933
2017-02-28,ADANIENT.NS,52.5761947631836,53.67277145385742,54.89879989624024,51.820106506347656,52.31051635742188,14953530.0,0.025507372845956278,2017-02,0.13023525400278202,0.13023525400278202
2017-03-31,ADANIENT.NS,57.9405632019043,59.14902877807617,60.04811477661133,57.3236083984375,57.95024490356445,12821532.0,0.02599233273806556,2017-03,0.10203036683965361,0.10203036683965361
2017-04-28,ADANIENT.NS,58.15407180786133,59.36698913574219,64.67977142333984,58.467899322509766,63.64446258544922,72140018.0,-0.04555410673209137,2017-04,0.003684959105644481,0.003684959105644481
2017-05-31,ADANIENT.NS,62.34415817260742,63.64446258544922,65.76957702636719,62.69088745117188,64.4618148803711,15218036.0,-0.00932990314700255,2017-05,0.07205147007745172,0.07205147007745172
2017-06-30,ADANIENT.NS,70.7776870727539,72.25389862060547,73.18023681640625,71.13685607910156,72.47186279296875,7870773.0,-0.0048781173273245715,2017-06,0.1352737633700536,0.1352737633700536
2017-07-31,ADANIENT.NS,73.98629760742188,75.14187622070312,76.14994812011719,74.6787109375,75.57779693603516,3185169.0,-0.0006399593064201348,2017-07,0.045333644929224315,0.045333644929224315
2017-08-31,ADANIENT.NS,71.11590576171875,72.22665405273438,72.98951721191406,69.77460479736328,72.47186279296875,43525545.0,0.034334662985009645,2017-08,-0.03879626280171078,-0.03879626280171078
2017-09-29,ADANIENT.NS,62.39744186401367,63.372013092041016,64.13487243652344,62.90884780883789,63.20854187011719,4897720.0,0.008673097002380503,2017-09,-0.12259513261234689,-0.12259513261234689
2017-10-31,ADANIENT.NS,70.98177337646484,72.0904312133789,73.398193359375,70.8644027709961,73.398193359375,5377681.0,-0.014158228288715713,2017-10,0.13757505525882774,0.13757505525882774
2017-11-30,ADANIENT.NS,78.65403747558594,79.88252258300781,81.46273040771484,79.06517028808594,79.82803344726562,4958806.0,-0.005764810468932846,2017-11,0.10808780527967143,0.10808780527967143
2017-12-29,ADANIENT.NS,89.25032806396484,90.64431762695312,91.67963409423828,89.30931091308594,89.90869903564453,7840092.0,0.006656475227962755,2017-12,0.13472023723725535,0.13472023723725535
2018-01-31,ADANIENT.NS,114.38636016845705,116.17294311523438,119.1971435546875,113.96609497070312,114.40201568603516,14190496.0,0.008991983773054324,2018-01,0.2816351788250846,0.2816351788250846
2018-02-28,ADANIENT.NS,109.20892333984376,110.91464233398438,113.3122100830078,110.34249877929688,111.67750549316406,7114891.0,-0.01690418020484774,2018-02,-0.04526271157669903,-0.04526271157669903
2018-03-28,ADANIENT.NS,83.91193389892578,85.22254943847656,88.2195053100586,84.29621887207031,86.58480834960938,21470217.0,-0.02188883465068725,2018-03,-0.23163848399271447,-0.23163848399271447
2018-04-30,ADANIENT.NS,88.50872039794922,89.89112854003906,92.6501007080078,88.92869567871094,91.33477783203124,3973908.0,-0.01198889163880179,2018-04,0.054781081610637106,0.054781081610637106
2018-05-31,ADANIENT.NS,76.44223022460938,77.63616180419922,79.721435546875,77.15494537353516,79.56102752685547,7144834.0,-0.019448791549404154,2018-05,-0.1363310882711556,-0.1363310882711556
2018-06-29,ADANIENT.NS,71.48296356201172,72.59944152832031,73.27313995361328,70.64249420166016,70.64249420166016,9766020.0,0.03475091647989559,2018-06,-0.06487600699280882,-0.06487600699280882
2018-07-31,ADANIENT.NS,123.85485076904295,125.40486145019533,127.16931915283205,122.58172607421876,124.12162017822266,13956426.0,0.009816565482243078,2018-07,0.7326485164762153,0.7326485164762153
2018-08-31,ADANIENT.NS,142.73883056640625,144.52517700195312,146.6746063232422,142.6644744873047,144.36477661132812,22107612.0,0.005580363381499032,2018-08,0.15246863308226022,0.15246863308226022
2018-09-28,ADANIENT.NS,128.98577880859375,130.60000610351562,143.39999389648438,125.5999984741211,142.64999389648438,11876058.0,-0.0818980090621877,2018-09,-0.09635115898903335,-0.09635115898903335
2018-10-31,ADANIENT.NS,167.89878845214844,170.0,173.8000030517578,164.6999969482422,167.0,10254679.0,0.005619577394327058,2018-10,0.3016844957869269,0.3016844957869269
2018-11-30,ADANIENT.NS,162.9605712890625,165.0,174.8000030517578,163.5,168.5,9405499.0,-0.02884047481931562,2018-11,-0.029411868951593645,-0.029411868951593645
2018-12-31,ADANIENT.NS,159.01002502441406,161.0,164.1999969482422,160.1999969482422,162.85000610351562,3890636.0,-0.0034044917601334657,2018-12,-0.02424234422718663,-0.02424234422718663
2019-01-31,ADANIENT.NS,135.454833984375,137.14999389648438,141.75,135.0,139.5,3498642.0,-0.019656741684274448,2019-01,-0.14813651552109652,-0.14813651552109652
2019-02-28,ADANIENT.NS,127.25741577148438,128.85000610351562,134.1999969482422,128.0,133.5,3960957.0,-0.025708734652031273,2019-02,-0.060517723670431844,-0.060517723670431844
2019-03-28,ADANIENT.NS,136.09678649902344,137.8000030517578,143.14999389648438,136.3000030517578,138.4499969482422,3966292.0,0.002181841634792514,2019-03,0.06946055500146153,0.06946055500146153
2019-04-30,ADANIENT.NS,125.47966003417967,127.0500030517578,131.8000030517578,125.0,131.8000030517578,4006829.0,-0.0331050243074863,2019-04,-0.07801158820836629,-0.07801158820836629
2019-05-31,ADANIENT.NS,152.83726501464844,154.75,159.3000030517578,149.10000610351562,158.5,7553254.0,-0.02118931393447021,2019-05,0.2180242198059572,0.2180242198059572
2019-06-28,ADANIENT.NS,148.63980102539062,150.5,156.3000030517578,149.8000030517578,152.5,4642404.0,-0.015374448506539129,2019-06,-0.027463616212024644,-0.027463616212024644
2019-07-31,ADANIENT.NS,127.58328247070312,128.8000030517578,129.3000030517578,124.1999969482422,125.0,3665392.0,0.027523082346323946,2019-07,-0.14166137474235874,-0.14166137474235874
2019-08-30,ADANIENT.NS,136.05250549316406,137.35000610351562,138.3000030517578,132.14999389648438,132.39999389648438,7806183.0,0.037778674244787425,2019-08,0.06638191821413364,0.06638191821413364
2019-09-30,ADANIENT.NS,144.47219848632812,145.85000610351562,149.75,143.75,149.10000610351562,3528313.0,-0.02408823902294721,2019-09,0.06188561513545299,0.06188561513545299
2019-10-31,ADANIENT.NS,197.7639617919922,199.6499938964844,201.3000030517578,196.0,196.6999969482422,6584768.0,0.019923379004323616,2019-10,0.36887210040419816,0.36887210040419816
2019-11-29,ADANIENT.NS,212.86990356445312,214.8999938964844,221.5,211.6999969482422,212.3999938964844,7969827.0,0.008446707887468596,2019-11,0.07638369314399829,0.07638369314399829
2019-12-31,ADANIENT.NS,206.38180541992188,208.3500061035156,210.75,207.6499938964844,208.6999969482422,1600059.0,-0.0014376617166403927,2019-12,-0.03047917077938067,-0.03047917077938067
2020-01-31,ADANIENT.NS,227.28245544433597,229.4499969482422,234.5500030517578,227.1499938964844,231.0,2720308.0,-0.008855380767864962,2020-01,0.1012717665779106,0.1012717665779106
2020-02-28,ADANIENT.NS,216.58450317382807,218.6499938964844,226.8000030517578,217.0,221.0,3364181.0,-0.06619687750776437,2020-02,-0.04706897525193243,-0.04706897525193243
2020-03-31,ADANIENT.NS,137.26658630371094,137.60000610351562,138.4499969482422,129.4499969482422,131.6999969482422,2200227.0,0.06915318375406843,2020-03,-0.36622157036996106,-0.36622157036996106
2020-04-30,ADANIENT.NS,141.05734252929688,141.39999389648438,147.4499969482422,140.3000030517578,141.4499969482422,4899422.0,0.01361977693275973,2020-04,0.027616015868556998,0.027616015868556998
2020-05-29,ADANIENT.NS,147.9905242919922,148.35000610351562,153.60000610351562,141.10000610351562,141.10000610351562,9162612.0,0.03995793720754648,2020-05,0.04915151269956275,0.04915151269956275
2020-06-30,ADANIENT.NS,155.8713836669922,156.25,164.14999389648438,155.25,161.39999389648438,3827240.0,-0.021909121844625568,2020-06,0.05325245932267064,0.05325245932267064
2020-07-31,ADANIENT.NS,174.82533264160156,175.25,178.64999389648438,172.10000610351562,174.0,2644457.0,0.0011424048644741447,2020-07,0.12159992763715444,0.12159992763715444
2020-08-31,ADANIENT.NS,278.8725891113281,279.54998779296875,297.6000061035156,270.25,290.0,15172187.0,-0.03018215571089078,2020-08,0.5951497697592105,0.5951497697592105
2020-09-30,ADANIENT.NS,296.3800964355469,297.1000061035156,304.70001220703125,295.1000061035156,300.0,5618023.0,-0.0026854772275103356,2020-09,0.06277959185594106,0.06277959185594106
2020-10-30,ADANIENT.NS,338.8768920898437,339.70001220703125,347.5,329.6499938964844,331.04998779296875,14205844.0,0.03283693037823676,2020-10,0.14338613208305806,0.14338613208305806
2020-11-27,ADANIENT.NS,397.4345703125,398.3999938964844,407.8500061035156,396.2999877929688,401.0,6429153.0,-0.008832056668367949,2020-11,0.17279926601525664,0.17279926601525664
2020-12-31,ADANIENT.NS,478.3880004882813,479.5499877929688,484.0,435.75,481.0,7575962.0,-0.009501152678298541,2020-12,0.20368995609045326,0.20368995609045326
2021-01-29,ADANIENT.NS,505.42230224609375,506.6499938964844,525.2000122070312,502.5,515.2000122070312,3822560.0,-0.010159243623121927,2021-01,0.05651124553755338,0.05651124553755338
2021-02-26,ADANIENT.NS,831.6299438476562,833.6500244140625,861.0,819.8499755859375,833.9000244140625,11355426.0,-0.011677580911704566,2021-02,0.6454160019292732,0.6454160019292732
2021-03-31,ADANIENT.NS,1028.6513671875,1031.1500244140625,1053.1500244140625,1016.5999755859376,1038.0,6440569.0,-0.0003877826059157652,2021-03,0.23690996794595387,0.23690996794595387
2021-04-30,ADANIENT.NS,1155.8922119140625,1158.699951171875,1200.949951171875,1143.0,1171.0,4232500.0,-0.01996122308030912,2021-04,0.1236967633401973,0.1236967633401973
2021-05-31,ADANIENT.NS,1313.1104736328125,1316.300048828125,1321.5,1292.0,1307.050048828125,2709718.0,0.010517478465561725,2021-05,0.13601463882035292,0.13601463882035292
2021-06-30,ADANIENT.NS,1503.8970947265625,1507.550048828125,1539.0,1502.699951171875,1539.0,3256147.0,-0.01050167709742389,2021-06,0.1452936557317417,0.1452936557317417
2021-07-30,ADANIENT.NS,1417.72021484375,1420.25,1449.5,1400.25,1409.5,4403219.0,0.014283237769111334,2021-07,-0.05730237805830796,-0.05730237805830796
2021-08-31,ADANIENT.NS,1584.7720947265625,1587.5999755859375,1596.8499755859375,1512.800048828125,1517.300048828125,7234384.0,0.046849686677742364,2021-08,0.1178313450945776,0.1178313450945776
2021-09-30,ADANIENT.NS,1465.4849853515625,1468.0999755859375,1519.0,1463.3499755859375,1484.699951171875,2072145.0,-0.011813050657733415,2021-09,-0.07527082901821402,-0.07527082901821402
2021-10-29,ADANIENT.NS,1421.0643310546875,1423.5999755859375,1454.800048828125,1377.75,1400.0,3165141.0,0.017911489462610675,2021-10,-0.030311231258516536,-0.030311231258516536
2021-11-30,ADANIENT.NS,1659.8880615234375,1662.8499755859375,1718.6500244140625,1648.1500244140625,1668.0,2952368.0,-0.0013213331517795135,2021-11,0.16805976003317147,0.16805976003317147
2021-12-31,ADANIENT.NS,1706.405029296875,1709.449951171875,1725.0,1691.050048828125,1694.949951171875,1310960.0,0.007692748531140214,2021-12,0.028024159491058853,0.028024159491058853
2022-01-31,ADANIENT.NS,1711.895263671875,1714.949951171875,1734.0,1705.0,1708.949951171875,1024738.0,0.012546574657537946,2022-01,0.0032174274458522945,0.0032174274458522945
2022-02-28,ADANIENT.NS,1641.5208740234375,1644.449951171875,1651.0999755859375,1592.25,1603.75,1869037.0,0.01590788387197173,2022-02,-0.04110905096932749,-0.04110905096932749
2022-03-31,ADANIENT.NS,2011.161376953125,2014.75,2042.0,1991.0,2005.0,2786973.0,0.009773306195100862,2022-03,0.22518172554436244,0.22518172554436244
2022-04-29,ADANIENT.NS,2327.84619140625,2332.0,2394.14990234375,2301.5,2389.0,1916180.0,-0.019570729076983318,2022-04,0.15746365164037557,0.15746365164037557
2022-05-31,ADANIENT.NS,2163.689208984375,2167.550048828125,2225.800048828125,2150.39990234375,2160.0,2861556.0,0.000877386952152559,2022-05,-0.07051882681420107,-0.07051882681420107
2022-06-30,ADANIENT.NS,2186.9970703125,2190.89990234375,2248.5,2180.5,2220.0,1568415.0,-0.013152763389066346,2022-06,0.010772277844407041,0.010772277844407041
2022-07-29,ADANIENT.NS,2565.680419921875,2569.199951171875,2622.0,2560.0,2565.0,1107195.0,0.007371459339020614,2022-07,0.17315219793836523,0.17315219793836523
2022-08-30,ADANIENT.NS,3189.974365234375,3194.35009765625,3263.10009765625,3161.0,3165.0,4392183.0,0.016467205385088945,2022-08,0.24332490534090367,0.24332490534090367
2022-09-30,ADANIENT.NS,3451.016357421875,3455.75,3523.800048828125,3371.10009765625,3447.949951171875,4307707.0,-0.004307395766833699,2022-09,0.0818320031133919,0.0818320031133919
2022-10-31,ADANIENT.NS,3342.8642578125,3347.449951171875,3360.0,3326.10009765625,3339.949951171875,575722.0,0.007266807370238437,2022-10,-0.03133920225465736,-0.03133920225465736
2022-11-30,ADANIENT.NS,3912.53271484375,3917.89990234375,3939.89990234375,3867.0,3897.800048828125,1968428.0,0.010184525942588118,2022-11,0.17041327828370423,0.17041327828370423
2022-12-30,ADANIENT.NS,3853.064453125,3858.35009765625,3898.0,3822.050048828125,3829.699951171875,1528747.0,0.012530765542746014,2022-12,-0.015199428618994926,-0.015199428618994926
2023-01-31,ADANIENT.NS,2969.826171875,2973.89990234375,3073.60009765625,2906.0,2980.0,11568020.0,0.028017350295557852,2023-01,-0.2292300821839759,-0.2292300821839759
2023-02-28,ADANIENT.NS,1361.9818115234375,1363.8499755859375,1398.0,1103.75,1145.0,33948366.0,0.14273150330728157,2023-02,-0.5413934241600578,-0.5413934241600578
2023-03-31,ADANIENT.NS,1748.052001953125,1750.449951171875,1825.0,1740.0,1788.0,4893249.0,0.005774406445590241,2023-03,0.2834620750168835,0.2834620750168835
2023-04-28,ADANIENT.NS,1922.31298828125,1924.949951171875,1944.0,1857.1500244140625,1868.050048828125,6159130.0,0.03880083309415272,2023-04,0.09968867409746429,0.09968867409746429
2023-05-31,ADANIENT.NS,2489.9345703125,2493.35009765625,2573.0,2428.0,2482.0,4268439.0,-0.0012417430939302143,2023-05,0.2952805216900518,0.2952805216900518
2023-06-30,ADANIENT.NS,2384.77880859375,2388.050048828125,2437.949951171875,2350.0,2437.949951171875,5125497.0,-0.005807566202285286,2023-06,-0.04223233934438386,-0.04223233934438386
2023-07-31,ADANIENT.NS,2489.991455078125,2492.199951171875,2518.0,2467.0,2477.0,3359974.0,0.011773229181950118,2023-07,0.04411840884581508,0.04411840884581508
2023-08-31,ADANIENT.NS,2417.106201171875,2419.25,2489.949951171875,2383.75,2449.949951171875,6230369.0,-0.037344413268190824,2023-08,-0.029271286757874937,-0.029271286757874937
2023-09-29,ADANIENT.NS,2411.760986328125,2413.89990234375,2479.550048828125,2405.050048828125,2462.050048828125,1689201.0,-0.02478538230381333,2023-09,-0.002211410835468719,-0.002211410835468719
2023-10-31,ADANIENT.NS,2292.61669921875,2294.64990234375,2320.0,2276.0,2320.0,1155280.0,-0.0019356408967378114,2023-10,-0.04940136596652167,-0.04940136596652167
2023-11-30,ADANIENT.NS,2356.4599609375,2358.550048828125,2409.0,2343.050048828125,2400.050048828125,2983879.0,-0.015876689667126298,2023-11,0.02784733345984347,0.02784733345984347
2023-12-29,ADANIENT.NS,2846.42529296875,2848.949951171875,2863.300048828125,2802.85009765625,2823.89990234375,1507086.0,0.013897286851872748,2023-12,0.20792431874646455,0.20792431874646455
2024-01-31,ADANIENT.NS,3139.2158203125,3142.0,3151.699951171875,3072.39990234375,3092.75,2671051.0,0.016466577237955526,2024-01,0.10286253711523785,0.10286253711523785
2024-02-29,ADANIENT.NS,3282.48876953125,3285.39990234375,3304.75,3205.35009765625,3220.050048828125,1352988.0,0.020627570532606,2024-02,0.04563972578492148,0.04563972578492148
2024-03-28,ADANIENT.NS,3194.26708984375,3197.10009765625,3237.0,3096.75,3134.0,2327053.0,0.024022309202859304,2024-03,-0.026876460479131614,-0.026876460479131614
2024-04-30,ADANIENT.NS,3051.9931640625,3054.699951171875,3108.449951171875,3045.0,3094.0,804552.0,-0.008600559645445816,2024-04,-0.044540397461944714,-0.044540397461944714
2024-05-31,ADANIENT.NS,3408.3271484375,3411.35009765625,3434.449951171875,3225.25,3225.25,6384589.0,0.06796582480719371,2024-05,0.11675451589173447,0.11675451589173447
2024-06-28,ADANIENT.NS,3175.57568359375,3177.14990234375,3211.949951171875,3157.0,3190.0,960905.0,0.0006298960609956161,2024-06,-0.06828906226048503,-0.06828906226048503
2024-07-31,ADANIENT.NS,3167.82958984375,3169.39990234375,3197.5,3135.0,3141.0,2414005.0,0.012992417056431282,2024-07,-0.002439272283768723,-0.002439272283768723
2024-08-30,ADANIENT.NS,3017.85400390625,3019.35009765625,3038.550048828125,3003.300048828125,3030.0,3509174.0,-0.00026479238303767083,2024-08,-0.047343325038168294,-0.047343325038168294
2024-09-30,ADANIENT.NS,3134.29638671875,3135.85009765625,3209.89990234375,3120.39990234375,3129.0,1607429.0,0.0017730291690687405,2024-09,0.038584498342788986,0.038584498342788986
2024-10-31,ADANIENT.NS,2945.78955078125,2947.25,2976.5,2933.85009765625,2967.89990234375,1156390.0,-0.007426070605624613,2024-10,-0.060143270667151305,-0.060143270667151305
2024-11-29,ADANIENT.NS,2461.929443359375,2463.14990234375,2520.0,2400.0,2464.050048828125,8191680.0,0.010688839675523143,2024-11,-0.16425481151345345,-0.16425481151345345
2024-12-31,ADANIENT.NS,2527.39697265625,2528.64990234375,2577.75,2507.449951171875,2575.0,2745674.0,-0.024572399617261986,2024-12,0.02659196000659647,0.02659196000659647
2025-01-31,ADANIENT.NS,2286.66650390625,2287.800048828125,2314.949951171875,2213.75,2238.85009765625,2013345.0,0.015626413049206533,2025-01,-0.09524838058858498,-0.09524838058858498
2025-02-28,ADANIENT.NS,2094.96142578125,2096.0,2111.35009765625,2072.0,2107.0,2373922.0,-0.007082135765254294,2025-02,-0.0838360459636398,-0.0838360459636398
2025-03-28,ADANIENT.NS,2314.652587890625,2315.800048828125,2386.949951171875,2293.699951171875,2376.0,1838836.0,-0.020119714929019095,2025-03,0.1048664473750145,0.1048664473750145
2025-04-30,ADANIENT.NS,2300.15966796875,2301.300048828125,2340.0,2285.0,2331.39990234375,837464.0,-0.012571939068112381,2025-04,-0.006261380216494028,-0.006261380216494028
2025-05-30,ADANIENT.NS,2518.6513671875,2519.89990234375,2564.0,2513.800048828125,2550.0,684592.0,-0.008225757453403038,2025-05,0.0949897966916784,0.0949897966916784
2025-06-30,ADANIENT.NS,2619.39990234375,2619.39990234375,2653.89990234375,2605.89990234375,2650.0,694814.0,-0.010165191394788109,2025-06,0.040000984840054654,0.040000984840054654
2025-07-31,ADANIENT.NS,2430.699951171875,2430.699951171875,2520.0,2422.60009765625,2509.89990234375,1457616.0,-0.040348989345100894,2025-07,-0.07203938238030505,-0.07203938238030505
2025-08-29,ADANIENT.NS,2244.699951171875,2244.699951171875,2289.699951171875,2240.0,2283.0,795699.0,-0.013405415196273474,2025-08,-0.07652116827925504,-0.07652116827925504
2025-09-30,ADANIENT.NS,2505.89990234375,2505.89990234375,2535.0,2490.60009765625,2522.0,712592.0,-0.0014345876295078774,2025-09,0.11636296915118316,0.11636296915118316
2025-10-31,ADANIENT.NS,2481.0,2481.0,2543.5,2464.89990234375,2535.0,848642.0,-0.018164511503276026,2025-10,-0.009936511159309047,-0.009936511159309047
2025-11-28,ADANIENT.NS,2280.199951171875,2280.199951171875,2331.0,2247.800048828125,2267.10009765625,3037620.0,0.011175144643847057,2025-11,-0.08093512649259371,-0.08093512649259371
2025-12-31,ADANIENT.NS,2239.699951171875,2239.699951171875,2246.39990234375,2216.300048828125,2216.300048828125,779141.0,0.01128821084173115,2025-12,-0.017761600240007724,-0.017761600240007724
2026-01-30,ADANIENT.NS,2020.4000244140625,2020.4000244140625,2038.800048828125,1992.199951171875,2005.0,1230915.0,0.0005943310574523242,2026-01,-0.09791486874974864,-0.09791486874974864
2026-02-27,ADANIENT.NS,2161.800048828125,2161.800048828125,2216.39990234375,2153.0,2210.0,1433096.0,-0.02463447749563963,2026-02,0.06998615259622665,0.06998615259622665
2026-03-06,ADANIENT.NS,2039.9000244140625,2039.9000244140625,2090.0,2030.199951171875,2079.10009765625,1695611.0,-0.023597514795153596,2026-03,-0.05638820504243325,-0.05638820504243325
2015-01-30,ADANIPORTS.NS,322.0767822265625,341.04998779296875,352.0,323.5,346.3999938964844,4373172.0,-0.009007729952518861,2015-01,,
2015-02-27,ADANIPORTS.NS,326.987548828125,346.25,349.6499938964844,327.79998779296875,329.3999938964844,3025639.0,0.05789806362714933,2015-02,0.015247192199368431,0.015247192199368431
2015-03-31,ADANIPORTS.NS,291.0543212890625,308.20001220703125,315.45001220703125,305.04998779296875,311.0,2590770.0,-0.001134152700794755,2015-03,-0.10989173033603838,-0.10989173033603838
2015-04-30,ADANIPORTS.NS,299.8841552734375,317.54998779296875,319.8999938964844,308.70001220703125,313.04998779296875,2916537.0,0.015023196595615351,2015-04,0.030337408993854398,0.030337408993854398
2015-05-29,ADANIPORTS.NS,306.8023681640625,323.8500061035156,334.70001220703125,322.54998779296875,333.1000061035156,3711024.0,-0.027477276073481716,2015-05,0.023069617947359955,0.023069617947359955
2015-06-30,ADANIPORTS.NS,291.6919860839844,307.8999938964844,309.3999938964844,305.0,305.0,2632153.0,0.0040765358416539055,2015-06,-0.049251191151164275,-0.049251191151164275
2015-07-31,ADANIPORTS.NS,307.8918151855469,325.0,326.5,317.5,319.79998779296875,3265863.0,0.02088880982708541,2015-07,0.05553745003093158,0.05553745003093158
2015-08-31,ADANIPORTS.NS,336.73895263671875,355.45001220703125,372.3999938964844,345.20001220703125,365.0,30058587.0,-0.019853752576775685,2015-08,0.09369244659455322,0.09369244659455322
2015-09-30,ADANIPORTS.NS,283.26043701171875,299.0,303.5,294.0,302.95001220703125,5296746.0,0.005379969192638612,2015-09,-0.15881297725212618,-0.15881297725212618
2015-10-30,ADANIPORTS.NS,280.6551818847656,296.25,302.75,294.3500061035156,301.79998779296875,3247944.0,-0.012829288708587905,2015-10,-0.009197384408629383,-0.009197384408629383
2015-11-30,ADANIPORTS.NS,253.8922882080078,268.0,269.20001220703125,264.25,268.5,4828780.0,-0.0009321143474458893,2015-11,-0.09535863010627188,-0.09535863010627188
2015-12-31,ADANIPORTS.NS,247.16604614257807,260.8999938964844,262.95001220703125,259.20001220703125,262.5,2727837.0,-0.0032475440048492787,2015-12,-0.026492502442291954,-0.026492502442291954
2016-01-29,ADANIPORTS.NS,201.07701110839844,212.25,216.75,208.6000061035156,211.3500061035156,4589849.0,0.00663974559965963,2016-01,-0.18646992883315816,-0.18646992883315816
2016-02-29,ADANIPORTS.NS,186.3456115722656,196.6999969482422,204.0,195.8000030517578,201.0,3939877.0,-0.016991352715033825,2016-02,-0.07326247518266171,-0.07326247518266171
2016-03-31,ADANIPORTS.NS,235.72427368164065,247.6999969482422,250.0,242.5,247.1000061035156,4192902.0,0.007115195207286096,2016-03,0.26498430358917147,0.26498430358917147
