ticker,sentiment_score,news_count
RELIANCE.NS,0.2970555555555556,9
TCS.NS,0.5286299999999999,10
INFY.NS,0.002990000000000001,10
ITC.NS,0.12715,10
SBIN.NS,0.03560999999999999,10
L&T.NS,0.14675,10
HINDUNILVR.NS,0.9081,1
